content,ename,more,name
1985年的南宿一中，苗宛秋（于谦 饰）老师推自行车昂首走在校园，接受着人们艳羡的目光和纷至沓来的恭维。 桀傲不驯的洛小乙（王广源 饰）、温婉可人的安静（汤梦佳 饰）、新潮前卫的关婷婷（秦鸣悦 饰）、大智若愚的脑袋、舞痴兄弟文明（郝鹏飞 饰）建设（郜玄铭 饰）、八婆海燕（徐紫茵 饰）、奸商耗子（孙艺杨 饰）……三班是一个永远也不缺故事的集体。 苗宛秋怎么也不会想到，他即将走进的这个三班将会成为他以及他身边这辆自行车的噩梦。三班的同学也没有想到，这位新来的老师改变了他们的一生。,张栾,Song of Youth,中国大陆,2019-03-22大陆上映,/ 111分钟,"剧情,喜剧",老师·好
沿海小城，年轻警官杨家栋（井柏然 饰）初来乍到，恰遇建委主任唐奕杰（张颂文 饰）坠楼身亡，杨家栋展开调查，惨遭革职、追杀，一路逃往香港，与死者女儿小诺（马思纯 饰）意外邂逅，在小诺的协助下继续追查，浑然不觉自己正落入一个纯情陷阱。,娄烨,The Shadow Play,中国大陆,2019-04-04 08:00大陆上映,/ 124分钟,"剧情,悬疑,犯罪",风中有朵雨做的云
豫剧电影《清风亭》由朱赵伟导演执导、李学庭担当编剧，李阿梦担当执行导演，李树建、柏青领衔主演，青年演员王爱霞、王献光、郭付有、祁秋娥、刘晓光、吴江南等联袂出演。作为流传百年的古典名剧，《清风亭》故事家喻户晓，经改编由李树建重新搬上舞台，国内外演出千余场，此次，作为“忠孝节”悲情三部曲中的第二部，李树建联手电影改革派代表朱赵伟导演将这部感人剧目继《程婴救孤》后又搬上了大银幕。 电影版《清风亭》故事脉络更加清晰，采用电影的艺术手段将实景结合棚景拍摄，是为古典剧目影视表达的一次大胆尝试。片中的主题超越传统道德层面，挑战情感突破道德底线，立足于人物命运情感，对贫与富、恩与仇、名与利深入剖析，直指人性深处，传达了一种具有普遍价值观的人类情感。,朱赵伟,Qing Feng Ting,中国大陆,2011-04-08大陆上映,,古装,清风亭
在马戏团老板麦克斯·美第奇（丹尼·德维托 饰）雇佣下，过气马戏明星霍尔特·法瑞尔（柯林·法瑞尔 饰）与儿女米莉（妮可·帕克 饰）和乔（芬利·霍宾斯 饰）一起，照顾刚出生就因耳朵巨大而受到嘲笑的小飞象。当三人发现小飞象真的会飞时，原本苦苦挣扎的马戏团重获新生，也招来企业家V.A.范德维尔（迈克尔·基顿 饰）的注意，邀请小飞象加入他旗下不同凡响的游乐设施，梦想王国。在那里，小飞象与迷人的空中杂技演员柯蕾特·马尔尚（爱娃·格林 饰）一起展翅高飞，但霍尔特却发现梦想王国光鲜的外表之下，藏着无数黑暗的秘密。,蒂姆·波顿,Dumbo,美国,2019-03-29大陆上映,/ 112分钟,"动画,奇幻,家庭",小飞象
太阳即将毁灭，人类在地球表面建造出巨大的推进器，寻找新家园。然而宇宙之路危机四伏，为了拯救地球，为了人类能在漫长的2500年后抵达新的家园，流浪地球时代的年轻人挺身而出，展开争分夺秒的生死之战。,郭帆,The Wandering Earth,中国大陆,2019-02-05大陆上映,/ 128分钟,"剧情,冒险,科幻",流浪地球
一艘满载剧毒原料的外籍巨轮被海盗劫持，转眼间船上所有的人全部离奇死亡！只有一只鹦鹉幸存。而这艘失去控制的巨轮仍按照自动驾驶程序向港口高速驶来......一场无人知晓的巨大灾难即将降临！生死关头，一个无意中能与动物对话的小女孩从动物那里知道了这个可怕的消息，但她把这个消息告诉大人时，没有人相信动物可以与人对话。危机之中，动物们行动起来，与女孩在一起，为拯救海洋，拯救岸上的城市和所有生命，迎着巨轮冲了上去。当女孩和动物们到达巨轮上时，他们却发现又一个更恐怖的惊天危机……,冯小宁,Animal Resuce Squad,中国大陆,2019-04-30大陆上映,/ 105分钟,"剧情,冒险,科幻,家庭",动物出击
改编自漫威漫画，也是漫威电影宇宙第22部影片。复仇者联盟的一众超级英雄，必须抱着牺牲一切的信念，与史上最强大反派灭霸殊死一搏，阻止其摧毁宇宙的邪恶计划。,乔·罗素,Avengers: Endgame,美国,2019-04-24大陆上映,/ 181分钟,"动作,冒险,奇幻",复仇者联盟4：终局之战
在一个远离京城的幽静田野，胡子拉碴的保长欢哥（古天乐 饰）慵懒倦怠，过着百无聊赖的生活。他的老婆红姐（吴君如 饰）经营一家包子铺，厨艺上佳，持家有道。夫妻俩看似讷言平庸，胸无大志，却很少有人知道他们曾经有着怎样的传奇经历。遥想当年，京城出了两个名震江湖的侠客炯炯侠和香香侠，他们济弱扶贫，惩恶扬善。两个大侠互相较劲，狭路相逢，却由此一见钟情，携手归隐江湖。他们隐藏着自己的一身武功和令人惊叹的超能力，决心安顿下来买间房子再生个孩子。谁曾想事与愿违，夫妇俩始终没有孩子令他们颇为烦恼，而就在此时一场武林大会突然在小山村召开，他们沉静的生活被彻底打破……,谷德昭,Mr. and Mrs. Incredible,"中国大陆,中国香港",2011-02-03大陆上映,/ 100分钟,喜剧,神奇侠侣
影片由9个温暖励志的小故事组成，讲述9个弱势儿童群体追梦的故事。9个故事分别关注的是：贫困儿童、读写困难儿童、智障儿童、被拐卖儿童、盲童、肥胖儿童、聋哑儿童、少数民族留守儿童、服刑人员子女。 《有一天》包含的九支短片： 《独唱乐团》-聋哑儿童 他们住在寂静无声的世界里， 却能唱出最纯粹的歌。 《疯狂的面包》-智障儿童 他们终其一生都无法长大，但他们也拥有自己的悲伤快乐。 《回家的路》-被拐卖儿童 他们现在流落街头，但他们也曾是父母心头的宝贝。 《看不见的画》-视力障碍儿童 他们住在黑暗无光的世界里，却可能比我们看到更多。 《小笨蛋日记》-读写困难儿童 他们不会读课文，不会写作业，却可能是个小天才。 《太阳会飞》-服刑人员子女 他们的父母在接受惩罚，但他们依然值得被疼爱。 《小小电影院》-贫困儿童 他们的生活中少有光影故事，但他们依然有权利放飞梦想。 《秋扎》-肥胖儿童 他们的生活或许沉重，但如果给他们多一些关注，他们也会散发光彩。 《礼物》-留守儿童 他们的语言已经行将消失，但他们的文化依然是不一样的烟火。,李睿珺,One Day,中国大陆,2014-09-10大陆上映,/ 93分钟,"剧情,爱情,科幻",有一天
本片讲述了一桩因“狗咬狗”引发的连锁故事。余峰（黄磊 饰）、亮亮（闫妮 饰）、余一诺（安吉 饰）家的小狗妮蔻，为了救主人被隔壁藏獒咬成重伤，有权有势的藏獒主人却对余峰一家百般刁难。面对种种不公，余峰不再忍气吞声，发誓要为小狗讨回公道，但柴女士（汤唯 饰）等人的出现，却让矛盾进一步激化......狗生不易，小狗愿意用生命守护我们，我们又能为它做什么呢？,吴楠,Push and Shove,中国大陆,2019-04-20大陆上映,/ 91分钟,"剧情,家庭",狗眼看人心
该片由最高人民法院影视中心、联播聚客（北京）国际传媒有限公司联合出品，山东省青岛市中级人民法院、青岛市即墨区人民法院联合摄制。影片通过讲述一个“拒不执行法院判决、裁定罪”的司法案例，刻画了失信被执行人在社会上遭遇的种种歧视与窘境，展现了各级人民法院开展执行攻坚的坚定决心，记录了法治中国建设的进步历程。,王启蘅,Tracing The Shadow,中国大陆,2018-09-19大陆上映,/ 87分钟,犯罪,特别追踪
作为世界最长跨海大桥，港珠澳大桥全长55公里，海中桥隧长35.578公里，历时15年，总投资1200亿元……震撼世界的数字背后，是成千上万的平民英雄。2017年3月6日，最后一节沉管即将出坞，但伶仃洋上的大雾，让大桥建设者们的心悬了起来……,闫东,Hong Kong-Zhuhai-Macao Bridge,中国大陆,2019-05-01大陆上映,/ 70分钟,纪录片,港珠澳大桥
司机金巴（金巴 饰）在路上撞死了一只羊，决意超度此羊；杀手金巴（更登彭措 饰）即将找到杀父仇人，准备报仇雪恨。阴差阳错，杀手金巴搭上了司机金巴的卡车。于是，两个叫金巴的男人的命运便神秘地联系在了一起，一段惊心动魄的旅程开始……,万玛才旦,Jinpa,中国大陆,2019-04-26大陆上映,/ 87分钟,剧情,撞死了一只羊
本片改编自震惊印度的“德里黑公交案”。艾莉亚（萨佳·阿里 饰）在一次派对活动后遭到强暴，面对凿凿证据，四名罪犯却被法庭判为无罪。艾莉亚的继母，戴维琪（希里黛玉 饰）伤心欲绝，在走投无路后愤然决定亲手为女儿寻求正义。一场高能高智商的复仇大戏拉开序幕。正义到不了的地方，还有母亲！,拉维·德耶瓦尔,Mom,印度,2019-05-10大陆上映,/ 146分钟,"剧情,犯罪",一个母亲的复仇
从小异于常人的黑崎一护（福士苍汰 饰），在一次机缘巧合下遭遇女死神“朽木露琪亚”（杉咲花 饰）。 露琪亚是将灵魂从现实世界引领到尸魂界的收魂者之一，他们为保护人类 不被“虚” 侵害，一直在与这些怪物战斗。在与一只异常强大的“虚” 战斗时，露琪亚身负重伤，无奈只能将死神 的力量暂时转给黑崎一护，让其代为战斗。两人经过一段时间的磨合后并肩战斗，终于战胜了当年害死一护母亲的“虚”，但在这期间，露琪亚的兄长朽木白哉（石原贵雅 饰）强迫她不顾黑崎一护的生命安危收回法力。露琪亚为保护一护，拖延到与“虚”的战斗结束，并清除了一护的记忆……,佐藤信介,Bleach,日本,2019-04-19大陆上映,/ 108分钟,"动作,奇幻,冒险,动画",境·界
在一座极北的边陲小镇，一伙穷凶极恶、作案手法老到的悍匪为褫夺黄金，打劫运金车，并借助大雪掩盖了所有犯罪痕迹。为了探求真相，警察王康浩暗地里搜集证据，熟悉地形，终于在一场灾难级的暴雪降临时，与谋财害命的悍匪发生了惊心动魄的正面对决……,崔斯韦,Savage,中国大陆,2019-04-30 08:00大陆上映,/ 112分钟,"剧情,动作,悬疑,犯罪",雪暴
东南亚的热带丛林，龙飞（陈虎 饰）正与搭档帕于（托尼·贾 饰）参加一项秘密任务，配合一个突击小队进行人道主义救援，但没想到，他们拼死救下的却是一个做恶多端令人闻风丧胆的犯罪头子柯林斯（斯科特·阿金斯 饰）。柯林斯被救后，把所有知情人都锁在秘密基地的地牢里，临走时一炸了之，龙飞与帕于在生死关头逃了出来。 逃出生天的二人秘谋报仇，但想报仇的不止他们，扎卡（伊科·乌艾斯 饰）的妻子在这次行动中无辜殒命，扎卡在地下拳馆见到龙飞，误认为他是凶手，以死相搏，却因伤不敌，被龙飞打昏。 龙飞和帕于好心把扎卡接到住处里休息，三人把酒言欢，没想到第二天一早，扎卡不见了，全副武装的警察却找上门来，原来扎卡举报他俩参加地下拳赛，两人被带到警察局关了起来。 中国富商的女继承人田小娴（卢靖姗 饰）来到马哈扎雅推动贫民窟改造计划，但她的计划侵犯了当地黑帮的利益进而遭到追杀，田小娴被迫逃入警局，没想到警局也不是安身之地，柯林斯带着他的雇佣兵突袭警局，田小娴再度处于危险之中。正好被关在警局的龙飞识破了黑帮的计谋，和帕于一起带田小娴逃走。 黑帮血洗警局，然后栽赃给龙飞和帕于，无奈之下龙飞和帕于只好带着田小娴开始了逃亡之旅。因为黑帮的高额赏金，三人无处藏身，而这时扎卡也加入了柯林斯的队伍，敌友不明。一路历险，田小娴对龙飞和帕于建立起信任关系，扎卡也发现追杀龙飞和帕于的恶势力都是被一个姓苏的女人暗中操控着，她才是他真正的仇人。 决战时刻，扎卡加入了龙飞的阵营，三人联手对抗全部武装的柯林斯一伙……,杰西·约翰逊,Triple Threat,"中国大陆,中国香港",2019-03-29大陆上映,/ 96分钟,"动作,剧情",三重威胁之跨国大营救
夏目（神谷浩史 配音）在一次归还妖怪名字的过程中，结识了外祖母玲子（小林沙苗 配音）的旧识津村容莉枝岛本须美 配音）和她的儿子椋雄（高良健吾 配音）。在与其接触后，夏目的“保镖”猫咪老师（井上和彦 配音）竟第一次意外分裂成了三只！夏目能否解决危机？这对母子又与妖怪有何关系？,大森贵弘,夏目友人帳 ～うつせみに結ぶ～,日本,2019-03-07 08:00大陆上映,/ 105分钟,"剧情,动画,奇幻",夏目友人帐
情场老司机范凡（郑恺 饰）在机缘巧合之下决定开办一个“男神训练营”，用自己独到的恋爱心得助那些在爱情里苦求不得的单身狗们进化成“最佳男友”。一场婚礼上的“实践教学”让伴娘女神（张雨绮 饰）被套路之下的真心打动，几个徒弟都拥有了梦寐以求的爱情。但作为“专家”范凡自己的感情生活却是剪不断理还乱……,林子聪,The Sexy Guys,"中国香港,中国大陆",2019-04-12大陆上映,/ 90分钟,"爱情,喜剧",最佳男友进化论
